|dates|Grundy_Illinois_UnitedStates.JHU_ConfirmedCases.data|Grundy_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Grundy_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Grundy_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Grundy_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Grundy_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|88.0|0|2.0|0|0.0|0
0|2020-05-28|88.0|0|2.0|0|0.0|0
0|2020-05-29|88.0|0|2.0|0|0.0|0
0|2020-05-30|88.0|0|2.0|0|0.0|0
