|dates|Howard_Indiana_UnitedStates.JHU_ConfirmedCases.data|Howard_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Howard_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Howard_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Howard_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Howard_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|376.0|0|20.0|0|0.0|0
0|2020-05-28|376.0|0|20.0|0|0.0|0
0|2020-05-29|376.0|0|20.0|0|0.0|0
0|2020-05-30|376.0|0|20.0|0|0.0|0
