|dates|Sibley_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Sibley_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Sibley_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Sibley_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|13.0|0|0.0|0|0.0|0
0|2020-05-28|13.0|0|0.0|0|0.0|0
0|2020-05-29|13.0|0|0.0|0|0.0|0
0|2020-05-30|13.0|0|0.0|0|0.0|0
