|dates|Sangamon_Illinois_UnitedStates.JHU_ConfirmedCases.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Sangamon_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Sangamon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Sangamon_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|289.0|0|24.0|0|0.0|0
0|2020-05-15|299.0|0|25.0|0|0.0|0
0|2020-05-16|299.0|0|25.0|0|0.0|0
