|dates|Waushara_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waushara_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waushara_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waushara_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waushara_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waushara_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5.0|0|0.0|0|0.0|0
0|2020-05-18|7.0|0|0.0|0|0.0|0
0|2020-05-19|7.0|0|0.0|0|0.0|0
0|2020-05-20|7.0|0|0.0|0|0.0|0
0|2020-05-21|7.0|0|0.0|0|0.0|0
0|2020-05-22|7.0|0|0.0|0|0.0|0
0|2020-05-23|7.0|0|0.0|0|0.0|0
