|dates|Eaton_Michigan_UnitedStates.JHU_ConfirmedCases.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Eaton_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Eaton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|179.0|0|6.0|0|0.0|0
0|2020-05-28|179.0|0|6.0|0|0.0|0
0|2020-05-29|179.0|0|6.0|0|0.0|0
0|2020-05-30|179.0|0|6.0|0|0.0|0
