|dates|Elmore_Idaho_UnitedStates.JHU_ConfirmedCases.data|Elmore_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Elmore_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Elmore_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Elmore_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Elmore_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|31.0|0|2.0|0|0.0|0
0|2020-05-15|31.0|0|2.0|0|0.0|0
0|2020-05-16|31.0|0|2.0|0|0.0|0
