|dates|Hardin_Iowa_UnitedStates.JHU_ConfirmedCases.data|Hardin_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|15.0|0|0.0|0|0.0|0
0|2020-05-28|15.0|0|0.0|0|0.0|0
0|2020-05-29|15.0|0|0.0|0|0.0|0
0|2020-05-30|15.0|0|0.0|0|0.0|0
