|dates|Muscogee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Muscogee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Muscogee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Muscogee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|424.0|0|15.0|0|0.0|0
0|2020-05-18|440.0|0|16.0|0|0.0|0
0|2020-05-19|451.0|0|16.0|0|0.0|0
0|2020-05-20|456.0|0|16.0|0|0.0|0
0|2020-05-21|487.0|0|17.0|0|0.0|0
0|2020-05-22|509.0|0|17.0|0|0.0|0
0|2020-05-23|509.0|0|17.0|0|0.0|0
