|dates|Burnet_Texas_UnitedStates.JHU_ConfirmedCases.data|Burnet_Texas_UnitedStates.JHU_ConfirmedCases.missing|Burnet_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Burnet_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Burnet_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Burnet_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|0.0|0|0.0|0
0|2020-05-18|28.0|0|0.0|0|0.0|0
0|2020-05-19|28.0|0|0.0|0|0.0|0
0|2020-05-20|28.0|0|0.0|0|0.0|0
0|2020-05-21|29.0|0|0.0|0|0.0|0
0|2020-05-22|29.0|0|0.0|0|0.0|0
0|2020-05-23|29.0|0|0.0|0|0.0|0
