|dates|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Florence_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|487.0|0|26.0|0|0.0|0
0|2020-05-15|505.0|0|27.0|0|0.0|0
0|2020-05-16|505.0|0|27.0|0|0.0|0
