|dates|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|97.0|0|9.0|0|0.0|0
0|2020-05-28|97.0|0|9.0|0|0.0|0
0|2020-05-29|97.0|0|9.0|0|0.0|0
0|2020-05-30|97.0|0|9.0|0|0.0|0
