|dates|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Hampden_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5687.0|0|542.0|0|0.0|0
0|2020-05-25|5755.0|0|543.0|0|0.0|0
0|2020-05-26|5755.0|0|543.0|0|0.0|0
