|dates|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|50.0|0|0.0|0|0.0|0
0|2020-05-15|50.0|0|1.0|0|0.0|0
0|2020-05-16|50.0|0|1.0|0|0.0|0
