|dates|Leon_Florida_UnitedStates.JHU_ConfirmedCases.data|Leon_Florida_UnitedStates.JHU_ConfirmedCases.missing|Leon_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Leon_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Leon_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Leon_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|377.0|0|6.0|0|0.0|0
0|2020-05-28|377.0|0|6.0|0|0.0|0
0|2020-05-29|377.0|0|6.0|0|0.0|0
0|2020-05-30|377.0|0|6.0|0|0.0|0
