|dates|Elbert_Georgia_UnitedStates.JHU_ConfirmedCases.data|Elbert_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Elbert_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Elbert_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Elbert_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Elbert_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|73.0|0|0.0|0|0.0|0
0|2020-05-28|73.0|0|0.0|0|0.0|0
0|2020-05-29|73.0|0|0.0|0|0.0|0
0|2020-05-30|73.0|0|0.0|0|0.0|0
