|dates|Scott_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Scott_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Scott_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Scott_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|524.0|0|7.0|0|0.0|0
0|2020-05-18|532.0|0|8.0|0|0.0|0
0|2020-05-19|550.0|0|10.0|0|0.0|0
0|2020-05-20|567.0|0|10.0|0|0.0|0
0|2020-05-21|569.0|0|10.0|0|0.0|0
0|2020-05-22|578.0|0|10.0|0|0.0|0
0|2020-05-23|578.0|0|10.0|0|0.0|0
