|dates|St.Lucie_Florida_UnitedStates.JHU_ConfirmedCases.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedCases.missing|St.Lucie_Florida_UnitedStates.JHU_ConfirmedDeaths.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|St.Lucie_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|St.Lucie_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|301.0|0|26.0|0|0.0|0
0|2020-05-15|313.0|0|27.0|0|0.0|0
0|2020-05-16|313.0|0|27.0|0|0.0|0
