|dates|Ohio_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Ohio_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Ohio_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Ohio_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|113.0|0|0.0|0|0.0|0
0|2020-05-18|116.0|0|0.0|0|0.0|0
0|2020-05-19|117.0|0|0.0|0|0.0|0
0|2020-05-20|117.0|0|0.0|0|0.0|0
0|2020-05-21|117.0|0|0.0|0|0.0|0
0|2020-05-22|117.0|0|0.0|0|0.0|0
0|2020-05-23|117.0|0|0.0|0|0.0|0
