|dates|Lamar_Texas_UnitedStates.JHU_ConfirmedCases.data|Lamar_Texas_UnitedStates.JHU_ConfirmedCases.missing|Lamar_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Lamar_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Lamar_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Lamar_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|116.0|0|9.0|0|0.0|0
0|2020-05-18|116.0|0|9.0|0|0.0|0
0|2020-05-19|116.0|0|9.0|0|0.0|0
0|2020-05-20|122.0|0|9.0|0|0.0|0
0|2020-05-21|126.0|0|9.0|0|0.0|0
0|2020-05-22|126.0|0|9.0|0|0.0|0
0|2020-05-23|126.0|0|9.0|0|0.0|0
