|dates|Houston_Texas_UnitedStates.JHU_ConfirmedCases.data|Houston_Texas_UnitedStates.JHU_ConfirmedCases.missing|Houston_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Houston_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Houston_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Houston_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|84.0|0|0.0|0|0.0|0
0|2020-05-28|84.0|0|0.0|0|0.0|0
0|2020-05-29|84.0|0|0.0|0|0.0|0
0|2020-05-30|84.0|0|0.0|0|0.0|0
