|dates|Belmont_Ohio_UnitedStates.JHU_ConfirmedCases.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Belmont_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Belmont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|328.0|0|8.0|0|0.0|0
0|2020-05-18|341.0|0|8.0|0|0.0|0
0|2020-05-19|343.0|0|9.0|0|0.0|0
0|2020-05-20|352.0|0|11.0|0|0.0|0
0|2020-05-21|362.0|0|11.0|0|0.0|0
0|2020-05-22|374.0|0|11.0|0|0.0|0
0|2020-05-23|374.0|0|11.0|0|0.0|0
