|dates|Geneva_Alabama_UnitedStates.JHU_ConfirmedCases.data|Geneva_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Geneva_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Geneva_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Geneva_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Geneva_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|33.0|0|0.0|0|0.0|0
0|2020-05-25|35.0|0|0.0|0|0.0|0
0|2020-05-26|35.0|0|0.0|0|0.0|0
