|dates|Wood_Ohio_UnitedStates.JHU_ConfirmedCases.data|Wood_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Wood_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Wood_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|249.0|0|42.0|0|0.0|0
0|2020-05-18|257.0|0|42.0|0|0.0|0
0|2020-05-19|257.0|0|43.0|0|0.0|0
0|2020-05-20|254.0|0|43.0|0|0.0|0
0|2020-05-21|259.0|0|43.0|0|0.0|0
0|2020-05-22|261.0|0|43.0|0|0.0|0
0|2020-05-23|261.0|0|43.0|0|0.0|0
