|dates|ValVerde_Texas_UnitedStates.JHU_ConfirmedCases.data|ValVerde_Texas_UnitedStates.JHU_ConfirmedCases.missing|ValVerde_Texas_UnitedStates.JHU_ConfirmedDeaths.data|ValVerde_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|ValVerde_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|ValVerde_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|14.0|0|0.0|0|0.0|0
0|2020-05-25|14.0|0|0.0|0|0.0|0
0|2020-05-26|14.0|0|0.0|0|0.0|0
