|dates|Marion_Georgia_UnitedStates.JHU_ConfirmedCases.data|Marion_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Marion_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|49.0|0|2.0|0|0.0|0
0|2020-05-25|49.0|0|2.0|0|0.0|0
0|2020-05-26|49.0|0|2.0|0|0.0|0
