|dates|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|206.0|0|2.0|0|0.0|0
0|2020-05-18|213.0|0|2.0|0|0.0|0
0|2020-05-19|216.0|0|2.0|0|0.0|0
0|2020-05-20|216.0|0|2.0|0|0.0|0
0|2020-05-21|217.0|0|2.0|0|0.0|0
0|2020-05-22|218.0|0|3.0|0|0.0|0
0|2020-05-23|218.0|0|3.0|0|0.0|0
