|dates|Orange_California_UnitedStates.JHU_ConfirmedCases.data|Orange_California_UnitedStates.JHU_ConfirmedCases.missing|Orange_California_UnitedStates.JHU_ConfirmedDeaths.data|Orange_California_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3968.0|0|80.0|0|0.0|0
0|2020-05-15|4125.0|0|84.0|0|0.0|0
0|2020-05-16|4125.0|0|84.0|0|0.0|0
