|dates|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|65.0|0|0.0|0|0.0|0
0|2020-05-28|65.0|0|0.0|0|0.0|0
0|2020-05-29|65.0|0|0.0|0|0.0|0
0|2020-05-30|65.0|0|0.0|0|0.0|0
