|dates|Rock_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Rock_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Rock_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Rock_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Rock_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Rock_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|21.0|0|0.0|0|0.0|0
0|2020-05-25|21.0|0|0.0|0|0.0|0
0|2020-05-26|21.0|0|0.0|0|0.0|0
