|dates|Crawford_Michigan_UnitedStates.JHU_ConfirmedCases.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|57.0|0|4.0|0|0.0|0
0|2020-05-15|57.0|0|4.0|0|0.0|0
0|2020-05-16|57.0|0|4.0|0|0.0|0
