|dates|SanJoaquin_California_UnitedStates.JHU_ConfirmedCases.data|SanJoaquin_California_UnitedStates.JHU_ConfirmedCases.missing|SanJoaquin_California_UnitedStates.JHU_ConfirmedDeaths.data|SanJoaquin_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanJoaquin_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanJoaquin_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|644.0|0|31.0|0|0.0|0
0|2020-05-15|659.0|0|31.0|0|0.0|0
0|2020-05-16|659.0|0|31.0|0|0.0|0
