|dates|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hardeman_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|182.0|0|0.0|0|0.0|0
0|2020-05-18|183.0|0|0.0|0|0.0|0
0|2020-05-19|183.0|0|0.0|0|0.0|0
0|2020-05-20|183.0|0|0.0|0|0.0|0
0|2020-05-21|184.0|0|0.0|0|0.0|0
0|2020-05-22|187.0|0|0.0|0|0.0|0
0|2020-05-23|187.0|0|0.0|0|0.0|0
