|dates|Baraga_Michigan_UnitedStates.JHU_ConfirmedCases.data|Baraga_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Baraga_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Baraga_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Baraga_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Baraga_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
