|dates|Barton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Barton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Barton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Barton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Barton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Barton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|28.0|0|1.0|0|0.0|0
0|2020-05-15|30.0|0|1.0|0|0.0|0
0|2020-05-16|30.0|0|1.0|0|0.0|0
