|dates|Chisago_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Chisago_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Chisago_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|50.0|0|1.0|0|0.0|0
0|2020-05-28|50.0|0|1.0|0|0.0|0
0|2020-05-29|50.0|0|1.0|0|0.0|0
0|2020-05-30|50.0|0|1.0|0|0.0|0
