|dates|Russell_Alabama_UnitedStates.JHU_ConfirmedCases.data|Russell_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Russell_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Russell_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Russell_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Russell_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|148.0|0|0.0|0|0.0|0
0|2020-05-28|148.0|0|0.0|0|0.0|0
0|2020-05-29|148.0|0|0.0|0|0.0|0
0|2020-05-30|148.0|0|0.0|0|0.0|0
