|dates|Logan_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Logan_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|1.0|0|0.0|0
0|2020-05-18|18.0|0|1.0|0|0.0|0
0|2020-05-19|18.0|0|1.0|0|0.0|0
0|2020-05-20|18.0|0|1.0|0|0.0|0
0|2020-05-21|18.0|0|1.0|0|0.0|0
0|2020-05-22|18.0|0|1.0|0|0.0|0
0|2020-05-23|18.0|0|1.0|0|0.0|0
