|dates|Mohave_Arizona_UnitedStates.JHU_ConfirmedCases.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Mohave_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Mohave_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Mohave_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|304.0|0|34.0|0|0.0|0
0|2020-05-25|319.0|0|37.0|0|0.0|0
0|2020-05-26|319.0|0|37.0|0|0.0|0
