|dates|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|McCormick_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|8.0|0|1.0|0|0.0|0
0|2020-05-28|8.0|0|1.0|0|0.0|0
0|2020-05-29|8.0|0|1.0|0|0.0|0
0|2020-05-30|8.0|0|1.0|0|0.0|0
