|dates|Bell_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Bell_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Bell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Bell_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Bell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Bell_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5822.0|0|275.0|0|0.0|0
0|2020-05-28|5822.0|0|275.0|0|0.0|0
0|2020-05-29|5822.0|0|275.0|0|0.0|0
0|2020-05-30|5822.0|0|275.0|0|0.0|0
