|dates|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15.0|0|1.0|0|0.0|0
0|2020-05-18|15.0|0|1.0|0|0.0|0
0|2020-05-19|15.0|0|1.0|0|0.0|0
0|2020-05-20|15.0|0|1.0|0|0.0|0
0|2020-05-21|16.0|0|1.0|0|0.0|0
0|2020-05-22|16.0|0|1.0|0|0.0|0
0|2020-05-23|16.0|0|1.0|0|0.0|0
