|dates|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|69.0|0|2.0|0|0.0|0
0|2020-05-25|72.0|0|2.0|0|0.0|0
0|2020-05-26|72.0|0|2.0|0|0.0|0
