|dates|SantaRosa_Florida_UnitedStates.JHU_ConfirmedCases.data|SantaRosa_Florida_UnitedStates.JHU_ConfirmedCases.missing|SantaRosa_Florida_UnitedStates.JHU_ConfirmedDeaths.data|SantaRosa_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|SantaRosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|SantaRosa_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|183.0|0|9.0|0|0.0|0
0|2020-05-18|185.0|0|9.0|0|0.0|0
0|2020-05-19|186.0|0|9.0|0|0.0|0
0|2020-05-20|197.0|0|9.0|0|0.0|0
0|2020-05-21|198.0|0|9.0|0|0.0|0
0|2020-05-22|202.0|0|9.0|0|0.0|0
0|2020-05-23|202.0|0|9.0|0|0.0|0
