|dates|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedCases.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedCases.missing|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|CapeGirardeau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|59.0|0|2.0|0|0.0|0
0|2020-05-25|62.0|0|2.0|0|0.0|0
0|2020-05-26|62.0|0|2.0|0|0.0|0
