|dates|Jefferson_Alabama_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1673.0|0|97.0|0|0.0|0
0|2020-05-28|1673.0|0|97.0|0|0.0|0
0|2020-05-29|1673.0|0|97.0|0|0.0|0
0|2020-05-30|1673.0|0|97.0|0|0.0|0
