|dates|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|136.0|0|17.0|0|0.0|0
0|2020-05-18|135.0|0|17.0|0|0.0|0
0|2020-05-19|135.0|0|17.0|0|0.0|0
0|2020-05-20|135.0|0|17.0|0|0.0|0
0|2020-05-21|135.0|0|17.0|0|0.0|0
0|2020-05-22|135.0|0|18.0|0|0.0|0
0|2020-05-23|135.0|0|18.0|0|0.0|0
