|dates|Morgan_Alabama_UnitedStates.JHU_ConfirmedCases.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|104.0|0|1.0|0|0.0|0
0|2020-05-15|109.0|0|1.0|0|0.0|0
0|2020-05-16|109.0|0|1.0|0|0.0|0
