|dates|Jefferson_NewYork_UnitedStates.JHU_ConfirmedCases.data|Jefferson_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|72.0|0|0.0|0|0.0|0
0|2020-05-28|72.0|0|0.0|0|0.0|0
0|2020-05-29|72.0|0|0.0|0|0.0|0
0|2020-05-30|72.0|0|0.0|0|0.0|0
