|dates|Carroll_Maryland_UnitedStates.JHU_ConfirmedCases.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|817.0|0|86.0|0|0.0|0
0|2020-05-28|817.0|0|86.0|0|0.0|0
0|2020-05-29|817.0|0|86.0|0|0.0|0
0|2020-05-30|817.0|0|86.0|0|0.0|0
