|dates|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|53.0|0|1.0|0|0.0|0
0|2020-05-28|53.0|0|1.0|0|0.0|0
0|2020-05-29|53.0|0|1.0|0|0.0|0
0|2020-05-30|53.0|0|1.0|0|0.0|0
