|dates|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Lauderdale_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|43.0|0|0.0|0|0.0|0
0|2020-05-15|43.0|0|0.0|0|0.0|0
0|2020-05-16|43.0|0|0.0|0|0.0|0
