|dates|Wise_Virginia_UnitedStates.JHU_ConfirmedCases.data|Wise_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Wise_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Wise_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Wise_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Wise_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|24.0|0|2.0|0|0.0|0
0|2020-05-28|24.0|0|2.0|0|0.0|0
0|2020-05-29|24.0|0|2.0|0|0.0|0
0|2020-05-30|24.0|0|2.0|0|0.0|0
