|dates|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Tippah_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|69.0|0|11.0|0|0.0|0
0|2020-05-18|69.0|0|11.0|0|0.0|0
0|2020-05-19|69.0|0|11.0|0|0.0|0
0|2020-05-20|69.0|0|11.0|0|0.0|0
0|2020-05-21|69.0|0|11.0|0|0.0|0
0|2020-05-22|69.0|0|11.0|0|0.0|0
0|2020-05-23|69.0|0|11.0|0|0.0|0
