|dates|Dare_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Dare_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Dare_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Dare_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Dare_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Dare_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|21.0|0|1.0|0|0.0|0
0|2020-05-15|21.0|0|1.0|0|0.0|0
0|2020-05-16|21.0|0|1.0|0|0.0|0
