|dates|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|104.0|0|6.0|0|0.0|0
0|2020-05-18|105.0|0|6.0|0|0.0|0
0|2020-05-19|107.0|0|8.0|0|0.0|0
0|2020-05-20|110.0|0|8.0|0|0.0|0
0|2020-05-21|114.0|0|8.0|0|0.0|0
0|2020-05-22|126.0|0|9.0|0|0.0|0
0|2020-05-23|126.0|0|9.0|0|0.0|0
