|dates|Mower_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Mower_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Mower_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Mower_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|50.0|0|0.0|0|0.0|0
0|2020-05-15|54.0|0|0.0|0|0.0|0
0|2020-05-16|54.0|0|0.0|0|0.0|0
