|dates|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Sumter_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|357.0|0|18.0|0|0.0|0
0|2020-05-28|357.0|0|18.0|0|0.0|0
0|2020-05-29|357.0|0|18.0|0|0.0|0
0|2020-05-30|357.0|0|18.0|0|0.0|0
