|dates|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.data|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedCases.missing|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|PrinceWilliam_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|3351.0|0|66.0|0|0.0|0
0|2020-05-15|3421.0|0|67.0|0|0.0|0
0|2020-05-16|3421.0|0|67.0|0|0.0|0
