|dates|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|12.0|0|1.0|0|0.0|0
0|2020-05-18|12.0|0|0.0|0|0.0|0
0|2020-05-19|12.0|0|0.0|0|0.0|0
0|2020-05-20|12.0|0|0.0|0|0.0|0
0|2020-05-21|13.0|0|0.0|0|0.0|0
0|2020-05-22|15.0|0|0.0|0|0.0|0
0|2020-05-23|15.0|0|0.0|0|0.0|0
