|dates|Leon_Florida_UnitedStates.JHU_ConfirmedCases.data|Leon_Florida_UnitedStates.JHU_ConfirmedCases.missing|Leon_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Leon_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Leon_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Leon_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|280.0|0|6.0|0|0.0|0
0|2020-05-18|290.0|0|6.0|0|0.0|0
0|2020-05-19|304.0|0|6.0|0|0.0|0
0|2020-05-20|306.0|0|6.0|0|0.0|0
0|2020-05-21|320.0|0|6.0|0|0.0|0
0|2020-05-22|329.0|0|6.0|0|0.0|0
0|2020-05-23|329.0|0|6.0|0|0.0|0
