|dates|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Dorchester_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|113.0|0|3.0|0|0.0|0
0|2020-05-18|114.0|0|3.0|0|0.0|0
0|2020-05-19|114.0|0|3.0|0|0.0|0
0|2020-05-20|118.0|0|3.0|0|0.0|0
0|2020-05-21|120.0|0|3.0|0|0.0|0
0|2020-05-22|126.0|0|3.0|0|0.0|0
0|2020-05-23|126.0|0|3.0|0|0.0|0
