|dates|Suffolk_Virginia_UnitedStates.JHU_ConfirmedCases.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|308.0|0|31.0|0|0.0|0
0|2020-05-28|308.0|0|31.0|0|0.0|0
0|2020-05-29|308.0|0|31.0|0|0.0|0
0|2020-05-30|308.0|0|31.0|0|0.0|0
