|dates|Walker_Texas_UnitedStates.JHU_ConfirmedCases.data|Walker_Texas_UnitedStates.JHU_ConfirmedCases.missing|Walker_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Walker_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Walker_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Walker_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|421.0|0|26.0|0|0.0|0
0|2020-05-18|423.0|0|26.0|0|0.0|0
0|2020-05-19|442.0|0|26.0|0|0.0|0
0|2020-05-20|552.0|0|27.0|0|0.0|0
0|2020-05-21|552.0|0|27.0|0|0.0|0
0|2020-05-22|436.0|0|27.0|0|0.0|0
0|2020-05-23|436.0|0|27.0|0|0.0|0
